deck,index,id,advisor,advisorName,text,leftLabel,rightLabel
"CARDS","15","base_16","0","Аркадий Зубов","Соседняя страна подняла цену на газ вдвое. Зубов предлагает экстренно строить газопровод «Сила Варонии» в обход.","Платить по новой цене","Строить газопровод"
"CARDS","16","base_17","0","Аркадий Зубов","Фармкомпания предлагает эксклюзивный контракт на вакцины по тройной цене. Олигарх Борис Усманов является ее главным акционером.","Отказать в наглом распиле","Подписать контракт"
"CARDS","17","base_18","0","Аркадий Зубов","Зубов предлагает частично приватизировать систему здравоохранения, сократив койко-места в регионах («оптимизация»).","Отказать","Оптимизировать больницы"
"CARDS","18","base_19","0","Аркадий Зубов","Зубов предлагает сделать высшее образование полностью платным. «Учиться должны богатые, остальные пусть идут на заводы».","Отказать","Сделать платным"
"CARDS","19","base_20","0","Аркадий Зубов","Цены на квартиры выросли на 80%. Зубов предлагает запустить льготную ипотеку под 2% для семей, что вызовет дикий рост цен.","Запустить программу льгот","Отказать"
"CARDS","20","base_21","1","Генерал Валерий Громов","Оборонный бюджет нужно увеличить на 30% за счет сокращения выплат материнского капитала. Соседи вооружаются!","Отказать","Одобрить"
"CARDS","21","base_22","1","Генерал Валерий Громов","Громов просит провести ядерные учения на северной границе. Посол Сара Хартли выражает протест, но это наше суверенное право!","Отменить учения","Разрешить учения"
"CARDS","22","base_23","1","Генерал Валерий Громов","На границе замечены «вежливые люди» без опознавательных знаков. Громов ждет приказа на штурм приграничного поселка.","Мирные переговоры","Поднять армию на штурм"
"CARDS","23","base_24","1","Генерал Валерий Громов","Громов требует новые истребители: серый импорт западных деталей или китайские самолеты с переклеенными шильдиками «Варония-Z».","Серый западный импорт","Купить китайские с наклейкой"
"CARDS","24","base_25","1","Генерал Валерий Громов","Громов предлагает поднять призывной возраст до 30 лет. Добровольцев за 2 миллиона рублей подъемных уже не хватает.","Отказать","Принять призыв до 30"
"CARDS","25","base_26","1","Генерал Валерий Громов","Прорвало дамбу в Оринске, регион затоплен. Громов просит бросить армию на спасение затопленного элитного гольф-клуба Усманова.","Спасать гольф-клуб","Помочь жителям"
"CARDS","26","base_27","1","Генерал Валерий Громов","Громов предлагает создать добровольческий ЧВК «Озеро» из заключенных для охраны урановых шахт в Африке.","Запретить наемников","Создать ЧВК «Озеро»"
"CARDS","27","base_28","1","Генерал Валерий Громов","Громов просит одобрить бюджет на военную киберорганизацию для взлома серверов западных министерств.","Отказать","Создать кибервойска"
"CARDS","28","base_29","1","Генерал Валерий Громов","Сепаратисты объявили «Народную республику» на востоке Варонии. Громов требует начать полномасштабную военную операцию.","Мирные переговоры","Начать спецоперацию"
"CARDS","29","base_30","2","Елена Власова","Телеканал «Дождь» выпустил расследование о золотом унитазе в вашей резиденции. Власова предлагает срочно закрыть канал.","Не трогать журналистов","Закрыть телеканал «Дождь»"
"CARDS","30","base_31","2","Елена Власова","В сети завирусилось видео, где вы путаете слова на саммите. Власова предлагает объявить это грязным дипфейком ЦРУ.","Игнорировать вброс","Объявить дипфейком"
"CARDS","31","base_32","2","Елена Власова","Рейтинг упал до 28%. Власова предлагает провести мегаконцерт на Красной площади с выступлением Шамана и салютом.","Отказать","Закатить мегаконцерт"
"CARDS","32","base_33","2","Елена Власова","Популярный рэпер высмеял пресс-секретаря Власову и вашу политику. Прислать ему повестку в армию или предложить госконтракт?","Прислать повестку в армию","Предложить госконтракт"
"CARDS","33","base_34","2","Елена Власова","Власова предлагает выделить $200 млн на развитие RuTube, чтобы со смехом заблокировать вражеский YouTube.","Отказать","Выделить миллионы"
"CARDS","34","base_35","2","Елена Власова","Землетрясение разрушило три города. Красный Крест предлагает гуманитарку. Власова против: «Мы великая держава, справимся сами».","Принять помощь Запада","Справимся гордо сами"
"CARDS","35","base_36","2","Елена Власова","Независимая пресса опубликовала схему ваших офшоров. Власова предлагает объявить журналистов экстремистами и выслать.","Начать расследование против них","Провести внутреннюю проверку"
"CARDS","36","base_37","2","Елена Власова","Власова предлагает переименовать главный проспект столицы в «Проспект вашей стабильности».","Отказать из скромности","Переименовать проспект"
"CARDS","37","base_38","2","Елена Власова","Посол Сара Хартли требует демонтировать советский монумент в центре. Народ против осквернения исторической памяти.","Оставить монумент","Снести ради потепления отношений"
"CARDS","38","base_39","2","Елена Власова","Популярный актер синих волос Артемий Лебедь заявил, что «все ваши реформы — полная лажа», но хвалит стабильность. Оставить его на ТВ?","Запретить Лебедя на ТВ","Пусть вещает, он забавен"
"CARDS","39","base_40","2","Елена Власова","Засуха сгубила урожай. Фермеры требуют компенсаций. Власова предлагает ответить: «Денег нет, но вы держитесь!»","Выплатить компенсации","Сказать «Денег нет»"
"CARDS","40","base_41","2","Елена Власова","Эпидемия гриппа. Власова предлагает ввести жесткий карантин и закрыть школы, чтобы сбить панику.","Отказать","Ввести жесткий карантин"
"CARDS","41","base_42","2","Елена Власова","Учителя объявили забастовку, требуя поднять оклады. Уволить забастовщиков или пообещать прибавку после выборов?","Удовлетворить требования","Отказать и пригрозить увольнением"
"CARDS","42","base_43","2","Елена Власова","Власова предлагает ИИ «Сфера» для автоматического поиска крамолы и экстремизма по лайкам граждан в соцсетях.","Отказать","Внедрить ИИ «Сфера»"
"CARDS","43","base_44","2","Елена Власова","Власова предлагает заблокировать TikTok, YouTube и Instagram, чтобы защитить молодежь от ЛГБТ-пропаганды.","Оставить интернет свободным","Заблокировать все сети"
"CARDS","44","base_45","2","Елена Власова","Национальное меньшинство на севере требует школы на родном языке. Дать автономию или русифицировать во имя единства?","Дать автономию","Жесткая русификация"
"CARDS","45","base_46","2","Елена Власова","Варония выиграла право провести Олимпиаду в Сочи за $50 млрд. Зубов в ужасе от масштабов распила бюджета.","Отказаться из-за кризиса","Провести Олимпиаду в Сочи"
"CARDS","46","base_47","2","Елена Власова","Сборная проиграла матч. Болельщики бунтуют. Власова предлагает уволить тренера-иностранца, обвинив его в русофобии.","Уволить иностранца","Поддержать тренера"
"CARDS","47","base_48","3","Николай Сенин","Выявлена сеть иностранных агентов. Сенин предлагает обязать их писать капсом «ДАННОЕ СООБЩЕНИЕ...» под страхом тюрьмы.","Отказать","Принять закон об иноагентах"
"CARDS","48","base_49","3","Николай Сенин","Сенин раскрыл заговор офицеров Генштаба. Он подозревает их в госизмене и требует устроить публичный трибунал.","Тихо уволить из Генштаба","Публичный трибунал за госизмену"
"CARDS","49","base_50","3","Николай Сенин","Масштабная кибератака НАТО на госуслуги. Сенин рекомендует отключить интернет по всей стране на 72 часа для защиты.","Отказать в безумной идее","Отключить интернет на 3 дня"
"CARDS","50","base_51","3","Николай Сенин","Ваш премьер ведет тайные переговоры с Госдепом о сдаче суверенитета. Сенин требует немедленного ареста предателя.","Уволить по-тихому","Громкий арест в прямом эфире"
"CARDS","51","base_52","3","Николай Сенин","Сенин предлагает систему тотальной слежки по биометрии лиц в метро и автобусах под лозунгом «Безопасный город».","Отказать","Внедрить тотальную слежку"
"CARDS","52","base_53","3","Николай Сенин","Подростки построили здание ФСБ в Minecraft и хотели его виртуально взорвать. Сенин требует дать им по 5 лет колонии.","Отпустить детей домой","Посадить на 5 лет в колонию"
"CARDS","53","base_54","3","Николай Сенин","Вейпы и энергетики признаны сатанинским оружием Запада. Сенин требует полностью запретить их продажу молодежи.","Легализовать легкие вейпы","Запретить сатанинские вейпы"
"CARDS","54","base_55","3","Николай Сенин","Сенин предлагает систему распознавания лиц во всех публичных местах. Преступность упадет, оппозиция притихнет.","Отказать","Внедрить распознавание лиц"
"CARDS","55","base_56","3","Николай Сенин","Наркокартель предлагает сделку: они не торгуют в столице, а мы разрешаем им транзит героина на Запад через порты.","Принять предложение картеля","Отказать и уничтожить банду"
"CARDS","56","base_57","3","Николай Сенин","Министр здравоохранения пойман на взятках при закупке китайских ИВЛ. Арестовать публично или перевести на тихую должность?","Перевести в Совбез по-тихому","Громкий арест на заседании"
"CARDS","57","base_58","3","Николай Сенин","В бюджете дыра в $2 млрд. Деньги выведены вашими друзьями по кооперативу «Озеро». Объявить расследование или замять?","Тихое расследование спецслужб","Публичное расследование ФБК"
"CARDS","58","base_59","3","Николай Сенин","Верховный суд готовится принять решение против монополии Усманова. Сенин предлагает «надавить» на председателя суда.","Не вмешиваться в суд","Надавить на верховного судью"
"CARDS","59","base_60","3","Николай Сенин","В тюрьмах переполнение 250%. Сенин предлагает отправлять заключенных искупать вину на оборонные заводы.","Провести реформу тюрем","Отправить зэков на оборонку"
"CARDS","60","base_61","3","Николай Сенин","Среди беженцев выявлены агенты ЦРУ с биологическим оружием. Сенин требует немедленной депортации всех подозрительных.","Отказать","Массовые депортации"
"CARDS","61","base_62","4","Посол Сара Хартли","Хартли предлагает $2 млрд помощи в обмен на реформу судов и ограничение влияния олигархов вроде Бориса Усманова.","Отклонить западные деньги","Принять реформы США"
"CARDS","62","base_63","4","Посол Сара Хартли","Хартли требует ввести санкции против вашего восточного союзника за авторитаризм, иначе США введут санкции против нас.","Отказать Хартли дерзко","Поддержать санкции Запада"
"CARDS","63","base_64","4","Посол Сара Хартли","Евросоюз предлагает безвизовый режим в обмен на закрытие границ с восточным соседом.","Отказать в интеграции с ЕС","Подписать ассоциацию с ЕС"
"CARDS","64","base_65","4","Посол Сара Хартли","Международный суд выдал ордер на арест генерала Громова. Хартли требует выдать его Гааге во имя справедливости.","Отказать Гааге дерзко","Выдать Громова в Гаагу"
"CARDS","65","base_66","4","Посол Сара Хартли","НАТО предлагает Варонии статус союзника вне альянса. Восточный сосед уже нацелил на нас ядерные ракеты.","Отказать во избежание войны","Принять статус союзника НАТО"
"CARDS","66","base_67","4","Посол Сара Хартли","Хартли предлагает гранты на экологию в обмен на закрытие угольных шахт Усманова, что лишит работы 50 000 шахтеров.","Отказать Хартли","Согласиться на гранты"
"CARDS","67","base_68","4","Посол Сара Хартли","Варония в черном списке по коррупции. Хартли предлагает план реформ МВФ по сокращению чиновников.","Провести реформы МВФ","Оспорить лживый рейтинг"
"CARDS","68","base_69","4","Посол Сара Хартли","Западный университет хочет открыть кампус в столице. Сенин против: «Это рассадник ЛГБТ-пропаганды и сатанизма!»","Отказать университету","Согласиться на филиал Гарварда"
"CARDS","69","base_70","4","Посол Сара Хартли","Хартли предлагает участие в космической программе на Марс. Взнос Варонии — $2 млрд из пенсионного фонда.","Отказать из-за нищеты","Лететь на Марс с НАСА"
"CARDS","70","base_71","4","Посол Сара Хартли","Союзная страна ввела войска в нейтральную зону. Хартли требует, чтобы вы публично осудили эту агрессию.","Осудить агрессию союзника","Воздержаться от комментариев"
"CARDS","71","base_72","4","Посол Сара Хартли","Арбитраж Гааги обязал нас выплатить $800 млн компенсации западной компании за национализацию нефтепровода.","Выплатить компенсацию","Гордо послать арбитраж на..."
"CARDS","72","base_73","4","Посол Сара Хартли","Китай предлагает скоростную дорогу через Варонию в обмен на аренду приграничных земель на 50 лет.","Отказать китайцам","Подписать концессию с КНР"
"CARDS","73","base_74","4","Посол Сара Хартли","Хартли приглашает вас в Давос. Сенин предупреждает, что там вас заставят есть жуков ради борьбы с потеплением.","Отказать из гордости","Поехать в Давос"
"CARDS","74","base_75","4","Посол Сара Хартли","У границ Варонии 200 000 беженцев из зоны боевых действий. Хартли просит открыть гуманитарный коридор.","Принять беженцев","Закрыть границу намертво"
"CARDS","75","base_76","4","Посол Сара Хартли","Хартли требует подписать климатическое соглашение и закрыть грязные заводы Усманова на Урале.","Отказать во имя рабочих","Подписать соглашение"
"CARDS","76","base_77","4","Посол Сара Хартли","Google хочет открыть дата-центр. 3000 рабочих мест, но Сенин боится, что все данные граждан утекут в АНБ США.","Отказать корпорации","Разрешить стройку Google"
"CARDS","77","base_78","4","Посол Сара Хартли","ЕС предлагает облегченные визы для наших IT-специалистов. Зубов боится утечки мозгов на Запад.","Запретить выезд айтишникам","Разрешить свободный выезд"
"CARDS","78","base_79","5","Патриарх Варсонофий","Патриарх Варсонофий требует закон о «традиционных ценностях», запрещающий чайлдфри, феминизм и рок-музыку.","Отказать во имя свобод","Принять скрепы"
"CARDS","79","base_80","5","Патриарх Варсонофий","Патриарх просит передать церкви центральный парк столицы под строительство пятидесятого Златоглавого собора.","Отказать ради парка","Передать землю церкви"
"CARDS","80","base_81","5","Патриарх Варсонофий","Варсонофий требует ввести полный запрет абортов в стране, включая частные клиники. «Дети — это демографический долг!»","Отказать","Запретить аборты"
"CARDS","81","base_82","5","Патриарх Варсонофий","Патриарх просит запретить преподавание теории эволюции Дарвина, заменив ее на Закон Божий. «Мы не от обезьян произошли!»","Отказать мракобесию","Заменить Дарвина Богом"
"CARDS","82","base_83","5","Патриарх Варсонофий","Патриарх просит ввести обязательные уроки православия в школах вместо светской этики и астрономии.","Отказать светски","Ввести уроки веры"
"CARDS","83","base_84","5","Патриарх Варсонофий","Варсонофий требует закрыть ночные клубы и бары: «Эти гнезда разврата насылают на Варонию гнев небес».","Оставить клубы открытыми","Закрыть клубы"
"CARDS","84","base_85","5","Патриарх Варсонофий","Историческая комиссия предлагает канонизировать царя-мученика, расстрелянного век назад. Соседи видят в этом провокацию.","Канонизировать царя","Отложить решение"
"CARDS","85","base_86","6","Юлия Стрельцова","ЦИК хочет изменить правила регистрации кандидатов, чтобы не допустить оппозицию до выборов под предлогом брака в подписях.","Честная регистрация всех","Не допускать оппозицию"
"CARDS","86","base_87","6","Юлия Стрельцова","Стрельцова предлагает референдум: убрать слово «подряд» из статьи о президентских сроках и ограничить власть президента.","Поддержать ограничение","Заблокировать референдум"
"CARDS","87","base_88","6","Юлия Стрельцова","Оппозиция объявила забастовку. Стрельцова призывает к мирному диалогу, но Громов просит приказ разогнать митинг дубинками.","Круглый стол переговоров","Разогнать митинг ОМОНом"
"CARDS","88","base_89","6","Юлия Стрельцова","Петиция на Госуслугах за вашу отставку набрала миллион подписей. Стрельцова требует рассмотреть ее публично.","Рассмотреть и дать ответ","Заблокировать петицию"
"CARDS","89","base_90","6","Юлия Стрельцова","Лидера антикоррупционного фонда Юлии арестовали за экстремизм. Запад грозит санкциями, народ требует освободить его.","Немедленно освободить","Оставить в СИЗО"
"CARDS","90","base_91","6","Юлия Стрельцова","Стрельцова требует опубликовать налоговые декларации семей всех чиновников, включая яхты и виллы Усманова.","Согласиться на прозрачность","Отказать под предлогом защиты"
"CARDS","91","base_92","6","Юлия Стрельцова","Профсоюзы требуют 4-дневную рабочую неделю. Рабочие в восторге, но Борис Усманов грозит закрыть заводы.","Поддержать 4-дневку","Отказать профсоюзам"
"CARDS","92","base_93","6","Юлия Стрельцова","Стрельцова предлагает легализовать медицинский каннабис и эвтаназию. Патриарх Варсонофий уже готовит анафему.","Поддержать прогресс права","Заблокировать идеи"
"CARDS","93","base_94","6","Юлия Стрельцова","Стрельцова опубликовала расследование: ваш зять получает миллиарды на госзакупках по укладке бордюров.","Начать расследование СК","Засудить Стрельцову за клевету"
"CARDS","94","base_95","6","Юлия Стрельцова","Стрельцова требует судебной реформы: отбор судей через независимый конкурс, а не назначения из Президентской Цитадели.","Поддержать независимый отбор","Заблокировать реформу судей"
"CARDS","95","base_96","6","Юлия Стрельцова","Стрельцова требует амнистии политзаключенных. Сенин орет: «Они все шпионы НАТО и сатанисты!»","Объявить амнистию","Отказать в амнистии"
"CARDS","96","base_97","7","Борис Усманов","Борис Усманов просит эксклюзивный госконтракт на строительство трассы М-12 без проведения тендеров. «Тьфу на эти правила!»","Отказать в наглом кумовстве","Подписать контракт Усманову"
"CARDS","97","base_98","7","Борис Усманов","Усманов предлагает слить его соцсеть VK с государственными телеканалами для борьбы с оппозицией в интернете.","Отказать монополисту","Слить VK с ТВ в холдинг"
"CARDS","98","base_99","7","Борис Усманов","Усманов шантажирует: если не дать его металлургическим заводам налоговые льготы, он уволит 20 000 рабочих на Урале.","Пусть закрывает заводы","Дать Усманову налоговые льготы"
"CARDS","99","base_100","7","Борис Усманов","Усманов хочет построить гигантское казино-курорт в Сочи. Варсонофий против греха, но Усманов сулит $500 млн налогов.","Запретить игорный притон","Разрешить казино в Сочи"
"CARDS","100","base_101","7","Борис Усманов","Усманов планирует выкупить независимую газету «Ведомости», чтобы «немного скорректировать» ее расследования о дворцах.","Заблокировать покупку прессы","Разрешить выкуп прессы"
"CARDS","101","base_102","7","Борис Усманов","Усманов хочет скупить 30% всех лесов Сибири через цепочку офшоров. Зубов одобряет приток валюты.","Запретить продажу тайги","Продать леса Усманову"
"CARDS","102","base_103","7","Борис Усманов","Усманов просит снести исторический квартал в столице под постройку элитного ЖК «Аквадискотека-Plaza».","Запретить снос истории","Разрешить снос под ЖК"
"CARDS","103","base_104","7","Борис Усманов","Усманов предлагает создать внутренний офшор на острове Русский с нулевым налогом для спасения его активов от санкций.","Отказать олигарху в поблажках","Создать офшор на о. Русский"
"CARDS","104","base_105","7","Борис Усманов","Усманов просит субсидию в $50 млн из бюджета для его футбольного клуба «Зенит». Народ будет рад победам!","Отказать в госденьгах футболу","Дать субсидию ФК «Зенит»"
"CARDS","105","base_106","0","Аркадий Зубов","Крупнейший химический комбинат Усманова сливает токсичные отходы в озеро Байкал. Экологи бьют тревогу.","Закрыть комбинат на Байкале","Выписать копеечный штраф"
"EXTRA_CARDS","0","","0","Аркадий Зубов","Зубов: наш золотой резерв достиг исторического максимума. Можно досрочно погасить внешний долг или инвестировать в инфраструктуру Чебунета.","Погасить долг США","Инфраструктура"
"EXTRA_CARDS","1","","0","Аркадий Зубов","Китайские партнеры предлагают swap-соглашение: полностью перейти на юани в расчетах за нефть. Зубов говорит — это убьет зависимость от доллара.","Отказать Пекину","Согласиться на юани"
"EXTRA_CARDS","2","","0","Аркадий Зубов","Крупнейший банк страны («Сбер-Варония») на грани краха. Зубов предлагает госспасение — влить $4 млрд из резерва. Иначе вкладчики пойдут штурмовать Президентскую Цитадель.","Спасти Сбербанк","Пусть тонет"
"EXTRA_CARDS","3","","0","Аркадий Зубов","Зубов предлагает ввести налог на роскошь: яхты, самолеты и виллы на Лазурном Берегу свыше $2 млн. Усманов уже обрывает спецсвязь.","Ввести налог на роскошь","Отказать Зубову"
"EXTRA_CARDS","4","","0","Аркадий Зубов","Международное агентство Fitch понизило кредитный рейтинг нашей страны до «мусорного». Зубов предлагает срочные структурные реформы.","Провести реформы МВФ","Объявить рейтинг лживым"
"EXTRA_CARDS","5","","0","Аркадий Зубов","Зубов предлагает легализовать биткоин, чтобы обходить западные санкции при торговле нефтью. Сенин боится, что через крипту финансируют оппозицию.","Легализовать крипту","Запретить биткоин"
"EXTRA_CARDS","6","","0","Аркадий Зубов","Китайская табачная монополия предлагает $1 млрд в год за эксклюзивный доступ к нашему рынку. Минздрав кричит об уничтожении легких нации.","Отказать корпорации","Подписать эксклюзив"
"EXTRA_CARDS","7","","0","Аркадий Зубов","Зубов предлагает отменить советские субсидии на хлеб и молоко для экономии бюджета. «Бедные поголодают, но инфляция упадет».","Оставить хлебные субсидии","Отменить субсидии"
"EXTRA_CARDS","8","","1","Генерал Валерий Громов","Громов докладывает: в казармах вскрылись дикие факты дедовщины. Правозащитники опубликовали видео в Telegram. Нужна жестокая реформа дисциплины.","Военная прокуратура","Замять расследование"
"EXTRA_CARDS","9","","1","Генерал Валерий Громов","Иностранный военный атташе пойман на съемке наших ПВО на телефон. Громов требует объявить его шпионом НАТО и выслать с помпой.","Выслать с помпой по ТВ","Тихая депортация"
"EXTRA_CARDS","10","","1","Генерал Валерий Громов","Западный разведывательный дрон нарушил воздушную границу. Громов просит приказ сбить его ракетой ПВО С-400.","Сбить дрон немедленно","Выразить озабоченность"
"EXTRA_CARDS","11","","1","Генерал Валерий Громов","Громов предлагает создать Национальную Гвардию — элитный корпус для разгона митингов оппозиции и охраны Президентской Цитадели.","Отказать в новой силе","Создать Росгвардию"
"EXTRA_CARDS","12","","1","Генерал Валерий Громов","Наш союзник в Латинской Америке просит прислать военный контингент для борьбы с революцией. Громов поддерживает расширение влияния.","Отказать в помощи","Отправить войска"
"EXTRA_CARDS","13","","1","Генерал Валерий Громов","Масштабный парад 9 Мая обойдется бюджету в $80 млн. Громов настаивает на прогоне ядерных ракет по площади. Зубов в ужасе.","Провести ядерный парад","Сократить расходы"
"EXTRA_CARDS","14","","2","Елена Власова","Оппозиционный журналист написал книгу об источниках богатств ваших друзей по дачному кооперативу. Западные издательства печатают тиражи.","Не мешать публикации","Заблокировать тиражи"
"EXTRA_CARDS","15","","2","Елена Власова","Власова предлагает запустить еженедельный видеоблог президента на YouTube, чтобы напрямую вещать молодежи о стабильности без посредников.","Отказать","Запустить блог"
"EXTRA_CARDS","16","","2","Елена Власова","Западный кинорежиссер Оливер Стоун снял о вас комплиментарный четырехсерийный фильм. Юлия Стрельцова кричит о продажной западной пропаганде.","Крутить по всем каналам","Ограничить прокат"
"EXTRA_CARDS","17","","2","Елена Власова","Молодые акционисты разрисовали стену Президентской Цитадели синими граффити «Свободу политзаключенным!». Фотовирус облетел все Telegram-каналы.","Упрятать в СИЗО на 3 года","Смыть краску тихо"
"EXTRA_CARDS","18","","2","Елена Власова","Власова предлагает проводить ежегодные четырехчасовые пресс-конференции с трансляцией по Чебунету с участием иностранных критиков.","Провести прямую линию","Отменить прямую линию"
"EXTRA_CARDS","19","","2","Елена Власова","Известный рэпер выпустил трек, где материт Сенина и критикует ключевую ставку 21%. 20 миллионов прослушиваний за три дня в Чебунете.","Проигнорировать клип","Вызвать в Цитадель к Власовой"
"EXTRA_CARDS","20","","2","Елена Власова","Власова предлагает прервать финал чемпионата по футболу ради вашего часового обращения о традиционных скрепах. Болельщики будут злы.","Не трогать футбол","Прервать трансляцию матча"
